sensid;Codice;statid;subnetwork;Codice_SIRAV;type;descr;Nome breve sensore;Codice sensore;Nome;Inizio;Fine;Quota;Comune;Provincia;Acronimo;Nome stazione;Epsg3003_X;Epsg3003_Y;Epsg4258_Lat;Epsg4258_Lon
VEFA0000013TFR;VEFA0000013;Freat_ARPAV_13;Freat_ARPAV;13;TFREAT;Temperatura acqua;TFR;300009980;Castagnole;01/01/2000;;30.82;PAESE (TV);TV;FA;Castagnole;1747800.236;5064498.735;45.68950885;12.18210095
VEFA0000013TH2;VEFA0000013;Freat_ARPAV_13;Freat_ARPAV;13;TACQUA;Temperatura acqua;TH2;300009980;Castagnole;01/01/2000;;30.82;PAESE (TV);TV;FA;Castagnole;1747800.236;5064498.735;45.68950885;12.18210095
VEFA0000133GWL;VEFA0000133;Freat_ARPAV_133;Freat_ARPAV;133;LFREAT;Livello freatimetrico;GWL;300013172;Villaverla via Sant'Antonio;15/07/2019;;73.79;VILLAVERLA (VI);VI;FA;Villaverla via Sant'Antonio;1694421;5058489;45.65252467;11.49489046
VEFA0000133GWA;VEFA0000133;Freat_ARPAV_133;Freat_ARPAV;133;LFREAT_ASSOLUTA;Livello freatimetrico assoluto;GWA;300013172;Villaverla via Sant'Antonio;15/07/2019;;73.79;VILLAVERLA (VI);VI;FA;Villaverla via Sant'Antonio;1694421;5058489;45.65252467;11.49489046
VEFA0000133TFR;VEFA0000133;Freat_ARPAV_133;Freat_ARPAV;133;TFREAT;Temperatura acqua;TFR;300013173;Villaverla via Sant'Antonio;15/07/2019;;73.79;VILLAVERLA (VI);VI;FA;Villaverla via Sant'Antonio;1694421;5058489;45.65252467;11.49489046
VEFA0000133TH2;VEFA0000133;Freat_ARPAV_133;Freat_ARPAV;133;TACQUA;Temperatura acqua;TH2;300013173;Villaverla via Sant'Antonio;15/07/2019;;73.79;VILLAVERLA (VI);VI;FA;Villaverla via Sant'Antonio;1694421;5058489;45.65252467;11.49489046
VEFA0000135GWL;VEFA0000135;Freat_ARPAV_135;Freat_ARPAV;135;LFREAT;Livello freatimetrico;GWL;300013190;Novoledo Sud;12/09/2019;;57.73;VILLAVERLA (VI);VI;FA;Novoledo Sud;1696045;5056875;45.63755465;11.51506324
VEFA0000135GWA;VEFA0000135;Freat_ARPAV_135;Freat_ARPAV;135;LFREAT_ASSOLUTA;Livello freatimetrico assoluto;GWA;300013190;Novoledo Sud;12/09/2019;;57.73;VILLAVERLA (VI);VI;FA;Novoledo Sud;1696045;5056875;45.63755465;11.51506324
VEFA0000135TFR;VEFA0000135;Freat_ARPAV_135;Freat_ARPAV;135;TFREAT;Temperatura acqua;TFR;300013191;Novoledo Sud;12/09/2019;;57.73;VILLAVERLA (VI);VI;FA;Novoledo Sud;1696045;5056875;45.63755465;11.51506324
VEFA0000135TH2;VEFA0000135;Freat_ARPAV_135;Freat_ARPAV;135;TACQUA;Temperatura acqua;TH2;300013191;Novoledo Sud;12/09/2019;;57.73;VILLAVERLA (VI);VI;FA;Novoledo Sud;1696045;5056875;45.63755465;11.51506324
VEFA0000138GWL;VEFA0000138;Freat_ARPAV_138;Freat_ARPAV;138;LFREAT;Livello freatimetrico;GWL;300013328;Caldogno Revelin;22/10/2019;;59.79;CALDOGNO (VI);VI;FA;Caldogno Revelin;1694534;5055361;45.62436542;11.49509002
VEFA0000138GWA;VEFA0000138;Freat_ARPAV_138;Freat_ARPAV;138;LFREAT_ASSOLUTA;Livello freatimetrico assoluto;GWA;300013328;Caldogno Revelin;22/10/2019;;59.79;CALDOGNO (VI);VI;FA;Caldogno Revelin;1694534;5055361;45.62436542;11.49509002
VEFA0000138TFR;VEFA0000138;Freat_ARPAV_138;Freat_ARPAV;138;TFREAT;Temperatura acqua;TFR;300013329;Caldogno Revelin;22/10/2019;;59.79;CALDOGNO (VI);VI;FA;Caldogno Revelin;1694534;5055361;45.62436542;11.49509002
VEFA0000138TH2;VEFA0000138;Freat_ARPAV_138;Freat_ARPAV;138;TACQUA;Temperatura acqua;TH2;300013329;Caldogno Revelin;22/10/2019;;59.79;CALDOGNO (VI);VI;FA;Caldogno Revelin;1694534;5055361;45.62436542;11.49509002
VEFA0000139GWL;VEFA0000139;Freat_ARPAV_139;Freat_ARPAV;139;LFREAT;Livello freatimetrico;GWL;300013330;Dueville Passo di Riva;23/10/2019;;57.76;DUEVILLE (VI);VI;FA;Dueville Passo di Riva;1700223;5056940;45.63694694;11.56864342
VEFA0000139GWA;VEFA0000139;Freat_ARPAV_139;Freat_ARPAV;139;LFREAT_ASSOLUTA;Livello freatimetrico assoluto;GWA;300013330;Dueville Passo di Riva;23/10/2019;;57.76;DUEVILLE (VI);VI;FA;Dueville Passo di Riva;1700223;5056940;45.63694694;11.56864342
VEFA0000139TFR;VEFA0000139;Freat_ARPAV_139;Freat_ARPAV;139;TFREAT;Temperatura acqua;TFR;300013331;Dueville Passo di Riva;23/10/2019;;57.76;DUEVILLE (VI);VI;FA;Dueville Passo di Riva;1700223;5056940;45.63694694;11.56864342
VEFA0000139TH2;VEFA0000139;Freat_ARPAV_139;Freat_ARPAV;139;TACQUA;Temperatura acqua;TH2;300013331;Dueville Passo di Riva;23/10/2019;;57.76;DUEVILLE (VI);VI;FA;Dueville Passo di Riva;1700223;5056940;45.63694694;11.56864342
VEFA0000014GWL;VEFA0000014;Freat_ARPAV_14;Freat_ARPAV;14;LFREAT;Livello freatimetrico;GWL;300009983;Castelfranco Veneto;01/01/2000;;41.79;CASTELFRANCO VENETO (TV);TV;FA;Castelfranco Veneto;1728496.395;5061839.529;45.67223932;11.93328086
VEFA0000014GWA;VEFA0000014;Freat_ARPAV_14;Freat_ARPAV;14;LFREAT_ASSOLUTA;Livello freatimetrico assoluto;GWA;300009983;Castelfranco Veneto;01/01/2000;;41.79;CASTELFRANCO VENETO (TV);TV;FA;Castelfranco Veneto;1728496.395;5061839.529;45.67223932;11.93328086
VEFA0000014TFR;VEFA0000014;Freat_ARPAV_14;Freat_ARPAV;14;TFREAT;Temperatura acqua;TFR;300009982;Castelfranco Veneto;01/01/2000;;41.79;CASTELFRANCO VENETO (TV);TV;FA;Castelfranco Veneto;1728496.395;5061839.529;45.67223932;11.93328086
VEFA0000014TH2;VEFA0000014;Freat_ARPAV_14;Freat_ARPAV;14;TACQUA;Temperatura acqua;TH2;300009982;Castelfranco Veneto;01/01/2000;;41.79;CASTELFRANCO VENETO (TV);TV;FA;Castelfranco Veneto;1728496.395;5061839.529;45.67223932;11.93328086
VEFA0000140CON;VEFA0000140;Freat_ARPAV_140;Freat_ARPAV;140;CONDUC;Conducibilità;CON;;Zugliano Piscine;09/10/2019;;159.67;ZUGLIANO (VI);VI;FA;Zugliano Piscine;1692828;5065492;45.71594192;11.47724401
VEFA0000140GWL;VEFA0000140;Freat_ARPAV_140;Freat_ARPAV;140;LFREAT;Livello freatimetrico;GWL;300013229;Zugliano Piscine;09/10/2019;;159.67;ZUGLIANO (VI);VI;FA;Zugliano Piscine;1692828;5065492;45.71594192;11.47724401
